index;customer_id;Recency;Frequency;Monetary;R_score;F_score;M_score;RFM_score;segment;cluster
76;0031abfb953b66e998f67b09e7b11375;268;2;671,85;3;4;4;344;At Risk;2
77;0031c1062edf836ef7a7a7ea758b137b;595;1;81,00;1;1;2;112;At Risk;1
78;00330644cccc5db0276fa836976306fe;352;1;55,10;2;1;1;211;At Risk;1
79;00331de1659c7f4fb660c8810e6de3f5;304;3;243,69;2;4;4;244;At Risk;0
80;0033823ee55671ac5317d423291333c2;506;2;158,96;1;4;3;143;At Risk;1
81;0034f7933de3ead6bd9ba49afe95f119;195;1;84,24;3;1;2;312;At Risk;0
82;003536ce5e18f1d12b9bf76932f8a6b1;366;1;53,33;2;1;1;211;At Risk;1
83;0035b30e58c620fa2bd30275ddd4f7ef;192;1;78,20;3;1;2;312;At Risk;0
84;0036875772a8eeb391b8cd7226283fdd;269;1;61,85;3;1;1;311;At Risk;0
85;0037d14e53af1d555a582504a4058f4c;493;1;0,00;1;1;1;111;At Risk;1
86;00380c010de38d578d02117f6d0b88e7;232;1;64,10;3;1;2;312;At Risk;0
87;0039b3e41ac6615814a0b44a8992bff5;280;1;34,59;2;1;1;211;At Risk;0
88;003a75d228dc67cb2918e40c2aacc4bf;364;2;79,28;2;4;2;242;At Risk;1
89;003b595c764773e20e0949b6fba7b1dc;187;1;25,46;3;1;1;311;At Risk;0
90;003bc8d06ebed9d146eb9f100d0a89ae;225;1;600,04;3;1;4;314;At Risk;0
91;003bdf7fd8312f9d14a4b979f3747334;324;1;43,68;2;1;1;211;At Risk;1
92;003c7cadba4f182b9f22d7d5ea7a5003;182;1;128,25;3;1;3;313;At Risk;0
93;003cb2c7ce25d8af8556fb456f903546;432;1;420,94;1;1;4;114;At Risk;1
94;003cbe6a43560a8b6fd2c07531257c2d;259;1;27,75;3;1;1;311;At Risk;0
95;003e45472805afa1ee701d83284fa22b;493;1;30,60;1;1;1;111;At Risk;1
96;003eab528664e1bd677218ef4be086ac;562;1;77,10;1;1;2;112;At Risk;1
97;003ec17a1389fa302f3a0423dddd8650;277;1;17,77;2;1;1;211;At Risk;0
98;003f7d92ac63c512bb6584219806f8df;246;1;84,91;3;1;2;312;At Risk;0
99;0040a8417928d0d5abd5169cd7877181;112;1;219,49;4;1;4;414;Regular;0
100;0040b00970e2139e8c43b647c0da5305;629;1;41,93;1;1;1;111;At Risk;1
101;00411811e3b661e746a6e1ce1f0878ab;529;1;367,20;1;1;4;114;At Risk;1
102;0041d7b768cb115092fa0f5d55638d06;221;1;81,32;3;1;2;312;At Risk;0
103;00426311a53f3c052943c88b692a3be2;309;6;273,66;2;4;4;244;At Risk;2
104;0042d04ee8231b36dcb29aac213f5db4;555;1;33,47;1;1;1;111;At Risk;1
105;0043b0afd67fb3af74360d2893b9a530;336;1;115,45;2;1;3;213;At Risk;1
106;004440537b68545ca3c341d7279bc4c0;50;2;98,04;4;4;2;442;Regular;0
107;00447b6bd39c4a0f6366b05948f9e2e3;115;1;303,79;4;1;4;414;Regular;0
108;00459c4eb23e40414ca067d06fa303d4;164;1;87,94;4;1;2;412;At Risk;0
109;0045ac1c0957bc92e109f71e4941fa49;110;1;152,47;4;1;3;413;Regular;0
110;00474d2582fd72663036795b7ab8cfc1;743;2;108,84;1;4;3;143;At Risk;1
111;004937d0f9d6ce15c2830c00c2f482e5;264;2;141,82;3;4;3;343;At Risk;0
112;00498d14e21c58ed2feb5d5feb4cd706;278;1;106,87;2;1;2;212;At Risk;0
113;0049e8442c2a3e4a8d1ff5a9549abd53;415;2;2501,62;1;4;4;144;At Risk;2
114;004a2b3e8b026284407c620f4f01f686;182;1;163,78;3;1;3;313;At Risk;0
115;004d41e9bf012c669db1a257888d85a2;461;1;307,24;1;1;4;114;At Risk;1
116;004df18653e9438571e9d294776a5c5c;136;1;50,29;4;1;1;411;At Risk;0
117;004ee20df425002ed78553e1f50caa3e;169;1;32,69;3;1;1;311;At Risk;0
118;004f39eb181d53fa796fe82ce7a0cbd5;159;1;98,97;4;1;2;412;At Risk;0
119;00502500a53243e07961383bf1a6fa82;240;1;71,92;3;1;2;312;At Risk;0
120;005092c23e81812fbbe11fc6cf7e5316;438;1;44,00;1;1;1;111;At Risk;1
121;0050b4dd994efa94b2cd3210e4cecf32;464;1;164,38;1;1;3;113;At Risk;1
122;0050ee32fbb93383fb0d9e3d8ee89a07;87;1;122,84;4;1;3;413;Regular;0
123;0051337a96842850e1ec728dd158f4b3;626;1;237,99;1;1;4;114;At Risk;1
124;005196c65bab2861e397cc85bc7664bf;274;1;1233,65;2;1;4;214;At Risk;2
125;00520034b873d2cdfe098fd0a634d03d;468;1;162,45;1;1;3;113;At Risk;1
126;0054556ea954a76ad6f9c4ba79d34a98;435;1;51,78;1;1;1;111;At Risk;1
127;005460bea0518c7354f01adf10012184;190;1;74,41;3;1;2;312;At Risk;0
128;0054f2f885ca69abcf4935c9506d7851;566;1;51,71;1;1;1;111;At Risk;1
129;005596395ca3acd0433fe7d6f95a028e;418;2;60,00;1;4;1;141;At Risk;1
130;0055e9b290953716739bd94a256a4144;466;1;59,29;1;1;1;111;At Risk;1
131;0056a2580b5c68cfa6b43c6ef6adbc03;398;1;63,49;2;1;2;212;At Risk;1
132;00573ea7a2ac9dff51ac3d177cd6eaea;256;1;38,01;3;1;1;311;At Risk;0
133;0057f8b7c332d630b992d6a8ca79748c;245;1;123,69;3;1;3;313;At Risk;0
134;0058153a752ee674162564afb1191d25;62;1;93,89;4;1;2;412;Regular;0
135;00581d55862aecc8cbc7d701a27bc285;203;2;287,54;3;4;4;344;At Risk;0
136;0058ebe2dc136d918dd001968cfa5903;616;2;270,00;1;4;4;144;At Risk;1
137;005b65c9a6485aa1b7ac382dd87b018f;524;1;39,89;1;1;1;111;At Risk;1
138;005c36bfaa8710aaf61e4b1712ccd658;219;1;283,42;3;1;4;314;At Risk;0
139;005c611fb96be942e75d22129c370268;611;1;54,55;1;1;1;111;At Risk;1
140;005e2fff255d3d69e6cfc8c4928d33a9;286;1;129,89;2;1;3;213;At Risk;0
141;00618f4116647066768ca73893989605;260;1;129,32;3;1;3;313;At Risk;0
142;0061937e85c708a41f5d5b24405d0f50;115;1;194,04;4;1;4;414;Regular;0
143;00620f738107803e6c0f6818a7a3b7e3;138;1;141,74;4;1;3;413;At Risk;0
144;00624707c8556199de70cac1593e7088;119;2;149,31;4;4;3;443;Regular;0
145;0062859a8f89e25c6b0e8dc905ccc59d;208;1;318,44;3;1;4;314;At Risk;0
146;0063913c2f1878cc471de963dc0571c4;69;1;254,58;4;1;4;414;Regular;0
147;0063bdf3bf91260f76973a4af6f9199e;134;1;97,23;4;1;2;412;At Risk;0
148;006431d77c665533ac99b501d8a6ab06;186;2;236,56;3;4;4;344;At Risk;0
149;006496598c918064dc19eef95e5e47f8;238;1;76,65;3;1;2;312;At Risk;0
150;00650b839d32a071b1025af8ca26dd13;89;1;367,11;4;1;4;414;Regular;0
151;00652f7a6e012d58f58fefd69d1a1ea4;187;1;86,80;3;1;2;312;At Risk;0
152;0065c96aca557c0919dd5cdee546f8b1;140;1;124,02;4;1;3;413;At Risk;0
153;00660e817a39486a37c26b071d0741f8;201;1;161,48;3;1;3;313;At Risk;0
154;0066d0530824a5e8044c71af62dea8d5;330;1;34,09;2;1;1;211;At Risk;1
155;00674fe0f6a6f190bd022dbca99795dc;164;1;91,35;4;1;2;412;At Risk;0
156;006866a6f9ef10d3a85292859c4deae1;80;1;41,01;4;1;1;411;Regular;0
157;0068a2209e2c7631566539fef4331bf8;517;1;34,09;1;1;1;111;At Risk;1
158;0068b31b2dd799c334e7b6283333f84a;299;1;186,85;2;1;4;214;At Risk;0
159;00694a1bf2da47e37b2bd3193eeae839;328;1;35,77;2;1;1;211;At Risk;1
160;0069f43bfc018147f03b7a0f64fa00bd;91;1;75,68;4;1;2;412;Regular;0
161;006a5d6b5f648f3811fd4fa94d93a67c;506;2;153,88;1;4;3;143;At Risk;1
162;006b5498d9494c061f8c2f80a6c2f343;130;1;128,27;4;1;3;413;At Risk;0
163;006ba1709128094a7047a4fa349f9bc8;339;1;132,39;2;1;3;213;At Risk;1
164;006d300ffcb82917c9866dd5a507dbe6;609;1;471,05;1;1;4;114;At Risk;1
165;006d7cf1f4f5fb1c805d2d7cacc8049d;121;1;284,09;4;1;4;414;At Risk;0
166;006e0e7aa73b77bfcc0c4b2a3f3ab0cc;494;1;70,35;1;1;2;112;At Risk;1
167;006e35001c6c8c65ad4b20a8925d2b9f;513;1;85,14;1;1;2;112;At Risk;1
168;006f0d8cda092921f2cd9159db212237;341;1;71,72;2;1;2;212;At Risk;1
169;006fffc5b0accd275de3e3a4b6d0832d;218;1;65,03;3;1;2;312;At Risk;0
170;00701ade29704fc9aa33a8766b082cb6;418;1;107,78;1;1;3;113;At Risk;1
171;0070e3e36dad141bed98c6dd5b3d1216;122;1;128,53;4;1;3;413;At Risk;0
172;007182cdc3e8e2d3d4ce0b00b9004630;103;1;21,86;4;1;1;411;Regular;0
173;0072357d0a3394d268c6abb9e30aaafe;289;1;90,05;2;1;2;212;At Risk;0
174;0074a15febc9459ab2f999ea0e22c8d6;324;1;425,24;2;1;4;214;At Risk;1
175;0075589b789b6bce7b058adab7e9a6f5;379;1;65,60;2;1;2;212;At Risk;1
176;007612fef51262f4762d32add5d128cc;291;1;102,87;2;1;2;212;At Risk;0
177;00765aebd8e20a9a8aa8c28d0099a938;455;1;27,77;1;1;1;111;At Risk;1
178;007732425b3cfb147a3ca928ce907cc1;401;1;195,92;2;1;4;214;At Risk;1
179;00785e4d6fd1ab53e7de20c730c070f1;129;1;128,97;4;1;3;413;At Risk;0
180;0078867a1043bd408c6134cf5ca1bbf5;120;1;94,74;4;1;2;412;Regular;0
181;00788705370da606e9f8390258b9e977;285;1;44,09;2;1;1;211;At Risk;0
182;0078c6b33ae4a3f03de57a8ad36648e1;549;1;75,53;1;1;2;112;At Risk;1
183;00791d8bb3acb245dc0b865656e18fff;58;2;128,40;4;4;3;443;Regular;0
184;0079368290cd7f161d62e7df9377d8ce;584;1;57,42;1;1;1;111;At Risk;1
185;00796be07bfc87dad2e31ef15490a718;343;3;136,28;2;4;3;243;At Risk;1
186;007a444502902587d7aa72af38cbd1de;162;1;83,70;4;1;2;412;At Risk;0
187;007a6cde976f335c04a22d7043dd23f0;366;1;99,70;2;1;2;212;At Risk;1
188;007b18ac9b8a627f259ea78aed981315;215;2;86,26;3;4;2;342;At Risk;0
189;007b7f04a35e02745c23ea706492ca20;634;1;77,06;1;1;2;112;At Risk;1
190;007c76c2ab6101f00798548775dfdbaf;285;1;281,26;2;1;4;214;At Risk;0
191;007d1c8a4fe2a7d4233d5ad3ea74a29b;280;2;38,56;2;4;1;241;At Risk;0
192;007da0ded5420c2ac9cdcdc758841cde;211;2;298,28;3;4;4;344;At Risk;0
193;007dca6150a323ecb560d11f2a3615a2;229;1;65,00;3;1;2;312;At Risk;0
194;007dd470bdcf9dc8ffcd44beb79dc18c;241;1;179,78;3;1;3;313;At Risk;0
195;007e99fec9d53dfa4e5d8be9c2b36ca7;502;7;2872,59;1;4;4;144;At Risk;2
196;007ff1d42a6a44f0e16e18d2d7d5f72e;566;1;98,83;1;1;2;112;At Risk;1
197;0080e98d82eceee143dc006defe00687;356;1;72,66;2;1;2;212;At Risk;1
198;00838729460c2110a0bd330a4bb9b332;208;2;110,26;3;4;3;343;At Risk;0
199;0083d9cca92e71d03d298721b572a77b;521;1;77,63;1;1;2;112;At Risk;1
200;008598a4ca17eba904c5fed695cb13be;444;1;100,34;1;1;2;112;At Risk;1
201;008657b86f500495539ffa6d275351b7;374;1;76,08;2;1;2;212;At Risk;1
202;0086b541a59fa554e7953e2d3c285285;84;1;52,18;4;1;1;411;Regular;0
203;0088393a302a84e57cc69c9d365f5efa;461;1;66,01;1;1;2;112;At Risk;1
204;0088395699ea0fcd459bfbef084997db;564;1;28,42;1;1;1;111;At Risk;1
205;008871f261eb4390ca7a1ded607ea417;523;1;128,31;1;1;3;113;At Risk;1
206;008943f202ed451804dfc1c23248eeb0;81;1;116,79;4;1;3;413;Regular;0
207;0089c34393989276de67746531e0df21;365;1;27,33;2;1;1;211;At Risk;1
208;008d16b47540f172f75b765d5ea1eed0;255;1;150,87;3;1;3;313;At Risk;0
209;008d7d751e72ae684c0d31bc988b36fb;203;1;157,77;3;1;3;313;At Risk;0
210;008def95c3ec7f58d2cc8f2b1d2c3feb;422;2;102,28;1;4;2;142;At Risk;1
211;008e1bbc8f278134d10d8788a3ca0b7c;555;1;0,00;1;1;1;111;At Risk;1
212;008e75e0f20ba6d6cc41923596b83693;176;1;82,43;3;1;2;312;At Risk;0
213;008f931f2de5414536a04cdd033bea60;308;1;450,24;2;1;4;214;At Risk;0
214;009043346db59e970bcad7e5a6e590ca;398;1;107,87;2;1;3;213;At Risk;1
215;0090571a7077aaa71825c98f660695df;585;1;189,81;1;1;4;114;At Risk;1
216;00914220fb44a373f667e19ed450e8df;76;1;95,65;4;1;2;412;Regular;0
217;0092770b2a1471643d88b60d6b804464;301;1;198,67;2;1;4;214;At Risk;0
218;0092ebfee8043dae610fab832e61acff;238;1;524,30;3;1;4;314;At Risk;0
219;00931b6a1ae01ead1f98d4e1d1547106;313;1;103,36;2;1;2;212;At Risk;1
220;00931eabd5b24b4a2d97ec779d739631;512;1;65,09;1;1;2;112;At Risk;1
221;0093a68265f18be3adbbe054dc4c9295;449;1;25,97;1;1;1;111;At Risk;1
222;0093eadfb5536c158311672bdf418044;113;1;137,93;4;1;3;413;Regular;0
223;00949af96107ff1f55bc0f09e913686d;201;1;189,56;3;1;4;314;At Risk;0
224;00951234ffc26898cb0f62b8c0e89f88;361;1;65,09;2;1;2;212;At Risk;1
225;0095298db7c70d082c2584d4eb496654;399;1;299,20;2;1;4;214;At Risk;1
226;00953228b409090c774d955f2ab881e5;56;1;118,35;4;1;3;413;Regular;0
227;009556b29007b7233895402fac956591;88;1;139,15;4;1;3;413;Regular;0
228;0095d34ddb16f0d0776fc9f2a341dfcd;278;1;257,30;2;1;4;214;At Risk;0
229;0096dd625383caa8afe2c028018bf4ce;190;2;1042,74;3;4;4;344;At Risk;2
230;0097c5abeb126a90646370f4a1cf3d93;135;6;446,04;4;4;4;444;At Risk;2
231;0098400373e087d3c231fb5d37834fde;573;1;119,39;1;1;3;113;At Risk;1
232;0098c4d01b3588b0b61ac012e5e4b228;440;1;168,20;1;1;3;113;At Risk;1
233;00993c1bdbff4f24ca6b8124b4cf5a1f;86;1;43,29;4;1;1;411;Regular;0
234;0099a73bb9e6010fad1106f3dbadfc1d;549;1;127,98;1;1;3;113;At Risk;1
235;0099bfdae84652b1df38e27c0fc216e3;268;1;165,80;3;1;3;313;At Risk;0
236;009aac1d726cf431e9cff8be1f7d9ca5;170;1;152,40;3;1;3;313;At Risk;0
237;009ac0aeacb7e5c368452976385b7903;397;3;590,37;2;4;4;244;At Risk;2
238;009bd844996868ab5166ade7dd9ab471;246;1;135,58;3;1;3;313;At Risk;0
239;009c825b4f96c0c03731ac38b6e1c6ea;143;2;148,54;4;4;3;443;At Risk;0
240;009c99241ad4ac86427982c474c18771;533;1;50,70;1;1;1;111;At Risk;1
241;009c9d2be03f80df9ef29fade7f998f3;187;1;288,76;3;1;4;314;At Risk;0
242;009e30667771830117017cf8581b98a5;401;1;77,57;2;1;2;212;At Risk;1
243;00a02bdfd1741b999de5e2ccfdb8cfc8;248;1;48,68;3;1;1;311;At Risk;0
244;00a16acd591b4bb112f2e94c7d2f9936;128;1;47,29;4;1;1;411;At Risk;0
245;00a1edfeac0ce7adf9357b89c9659eb2;358;1;112,82;2;1;3;213;At Risk;1
246;00a2277d94755da60c916bab098b9b49;215;1;36,22;3;1;1;311;At Risk;0
247;00a39528c677a55852f57235f988b837;208;1;229,79;3;1;4;314;At Risk;0
248;00a40841820d0d2a51c5fc110eba37ed;211;1;61,32;3;1;1;311;At Risk;0
249;00a49178247b91322bdca02625e81f7a;473;1;100,77;1;1;2;112;At Risk;1
250;00a572d0c25a9ea5e283ea2da267ba8d;198;1;164,70;3;1;3;313;At Risk;0
251;00a5ee1a809dde5ccdb5b8c58531c343;262;1;74,43;3;1;2;312;At Risk;0
252;00a6e2753fc2652cb87386ffbf5792b2;604;2;192,14;1;4;4;144;At Risk;1
253;00a7f6b5d305216d76ab1accbfe123b9;211;1;24,84;3;1;1;311;At Risk;0
254;00a7f9b60493b4b11601b42e5f31eac9;137;2;116,70;4;4;3;443;At Risk;0
255;00a860aeb15fb205efdb0c689d8f9c6a;407;2;146,68;1;4;3;143;At Risk;1
256;00aa3aa0438ac8a9e8a9378171ccd055;66;1;34,35;4;1;1;411;Regular;0
257;00ab90b4fd9fa3d490ab687f992763d6;333;1;62,78;2;1;2;212;At Risk;1
258;00abf30c1a93c7c8b509cb80a22e4dd8;93;1;188,39;4;1;4;414;Regular;0
259;00acc750f0c2bda99b95c4043ff1e662;163;1;99,90;4;1;2;412;At Risk;0
260;00aee581138f207eb71f58811aae25d1;185;1;102,53;3;1;2;312;At Risk;0
261;00af1761df71da362764c51bb96f5118;323;1;137,60;2;1;3;213;At Risk;1
262;00af928c0a307dfdb37122943a1e6902;127;1;284,73;4;1;4;414;At Risk;0
263;00b14856ef33f09ac83df50620ce60b1;393;1;109,13;2;1;3;213;At Risk;1
264;00b16eaf1e6b6bd4eeb54f97fc31f172;84;1;430,67;4;1;4;414;Regular;0
265;00b196cc59531c4dbba23e94fff01d6c;355;1;114,65;2;1;3;213;At Risk;1
266;00b2b9682f5c2a1f7cf1312ce6a0ea9d;76;2;143,41;4;4;3;443;Regular;0
267;00b2fdba41164ba7de5052652fb86231;88;1;75,11;4;1;2;412;Regular;0
268;00b366712a38454d2e62c9d2509d0623;216;1;368,52;3;1;4;314;At Risk;0
269;00b4054d851ec464f6fb745fab627439;152;1;411,33;4;1;4;414;At Risk;0
270;00b4a445a17922526d9b64e567ac2865;466;1;143,71;1;1;3;113;At Risk;1
271;00b5072ef1192bc4d02e1d6264317bb0;328;3;366,27;2;4;4;244;At Risk;2
272;00b6731ea206414be73f8c73bec1951e;309;2;182,36;2;4;4;244;At Risk;1
273;00b694184c8c2f2a565e4def5a00b8ee;455;1;124,33;1;1;3;113;At Risk;1
274;00b78d0d0484fc9f3e1138e1ab752db6;318;1;212,80;2;1;4;214;At Risk;1
275;00b7c3578d5231b0b60a62414118652b;540;2;381,24;1;4;4;144;At Risk;1
276;00b7c3aa68e7f0e83117105ee4964a49;96;1;68,43;4;1;2;412;Regular;0
277;00b7dcb6e32230f09195eb0e9aa1a94b;522;1;96,99;1;1;2;112;At Risk;1
278;00b96a156e6827442e5ec7c620a39d24;180;1;55,22;3;1;1;311;At Risk;0
279;00b9f074bf913ebcb8e7b9d7f8398782;443;1;434,35;1;1;4;114;At Risk;1
280;00ba24d5e8869fd25950fd26c098ee20;156;1;162,28;4;1;3;413;At Risk;0
281;00ba72dac5dae2776b5bfcf799a956b2;67;1;33,34;4;1;1;411;Regular;0
282;00ba767af52461bf567696d2a6d2909f;358;4;248,04;2;4;4;244;At Risk;2
283;00ba7e4052ff6531f4e8aa0b0054318b;529;2;116,22;1;4;3;143;At Risk;1
284;00bad631eaa8723983a6c7e2f910dfca;64;1;105,60;4;1;2;412;Regular;0
285;00bae1a0d3566c3af0c3c67fd2204935;238;2;57,60;3;4;1;341;At Risk;0
286;00bb27539e10159490e73842a90b173e;448;1;31,58;1;1;1;111;At Risk;1
287;00bb2dd15521a8a428bb530b4cabb403;442;1;328,60;1;1;4;114;At Risk;1
288;00bd25230af840df218e6902df6ac894;262;1;36,01;3;1;1;311;At Risk;0
289;00bd2f03a3aeb727b9c7bf7c2a1c094b;98;1;72,08;4;1;2;412;Regular;0
290;00be672c9d26099d6fd918cf76a4ef67;430;1;60,10;1;1;1;111;At Risk;1
291;00bf0246fe43d0dac8842035f21f8a76;269;1;162,06;3;1;3;313;At Risk;0
292;00bf225ae2b2d6a141e31acf971c4a03;217;1;42,38;3;1;1;311;At Risk;0
293;00bf77539bad79ed21c55cdea4375985;237;1;42,00;3;1;1;311;At Risk;0
294;00c042af846ab3125854b4abc3bf25a6;394;1;257,92;2;1;4;214;At Risk;1
295;00c120d7afbe4803d4771a8f3696ec85;318;1;165,50;2;1;3;213;At Risk;1
296;00c1cef22f54b3d3935e1c145b0c6ec6;257;1;182,84;3;1;4;314;At Risk;0
297;00c23397b535962f65c89900d6a9ab22;289;1;67,39;2;1;2;212;At Risk;0
298;00c2781c163b9f057924ed8c45c724d4;261;2;558,92;3;4;4;344;At Risk;0
299;00c32f58ea39ae8132d9b1a32b81b167;526;1;29,10;1;1;1;111;At Risk;1
300;00c36dc4ec485e2500e9a669d6ea63d6;392;3;218,16;2;4;4;244;At Risk;1
